epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.10079275071620941,0.0010000000474974513,5.616270065307617,0.09049773961305618,4.915541172027588
1,0.20498301088809967,0.0010000000474974513,4.274163722991943,0.20361991226673126,3.731443405151367
2,0.20838052034378052,0.0010000000474974513,3.398420572280884,0.16742081940174103,3.2414915561676025
3,0.2140430361032486,0.0010000000474974513,2.956714630126953,0.1719457060098648,2.83974027633667
4,0.3080407679080963,0.0010000000474974513,2.634021043777466,0.29411765933036804,2.520552635192871
5,0.34088334441185,0.0010000000474974513,2.353626251220703,0.15837104618549347,2.648000955581665
6,0.3284258246421814,0.0010000000474974513,2.343047618865967,0.27149322628974915,2.356797695159912
7,0.3567383885383606,0.0010000000474974513,2.1477346420288086,0.1945701390504837,2.437066078186035
8,0.3590033948421478,0.0010000000474974513,2.0565309524536133,0.2624434530735016,2.189950466156006
9,0.35334089398384094,0.0010000000474974513,1.9870699644088745,0.3076923191547394,2.1183900833129883
10,0.3556059002876282,0.0010000000474974513,1.958182692527771,0.25339367985725403,2.028167486190796
11,0.3929784893989563,0.0010000000474974513,1.8483173847198486,0.3076923191547394,1.9418973922729492
12,0.39750850200653076,0.0010000000474974513,1.811324119567871,0.22624434530735016,2.1846373081207275
13,0.3782559335231781,0.0010000000474974513,1.8547241687774658,0.22624434530735016,2.100417375564575
14,0.4088335335254669,0.0010000000474974513,1.7956246137619019,0.18552036583423615,2.109005928039551
15,0.41109853982925415,0.0010000000474974513,1.7931010723114014,0.33936652541160583,1.8782843351364136
16,0.4416761100292206,0.0010000000474974513,1.71634042263031,0.35746607184410095,1.8196667432785034
17,0.47451868653297424,0.0010000000474974513,1.656389594078064,0.25339367985725403,2.1120917797088623
18,0.43261608481407166,0.0010000000474974513,1.7495626211166382,0.25339367985725403,2.1457176208496094
19,0.48244619369506836,0.0010000000474974513,1.6751636266708374,0.36199095845222473,1.874353289604187
20,0.5198187828063965,0.0010000000474974513,1.6132365465164185,0.44343891739845276,1.7601573467254639
21,0.5526613593101501,0.0010000000474974513,1.5445771217346191,0.44796380400657654,1.7438442707061768
22,0.586636483669281,0.0010000000474974513,1.4429091215133667,0.479638010263443,1.6503148078918457
23,0.5764439702033997,0.0010000000474974513,1.4627807140350342,0.38461539149284363,1.7921571731567383
24,0.6081539988517761,0.0010000000474974513,1.4209219217300415,0.44343891739845276,1.6881598234176636
25,0.6206115484237671,0.0010000000474974513,1.3623863458633423,0.40271493792533875,1.74492609500885
26,0.6364665627479553,0.0010000000474974513,1.3595036268234253,0.3529411852359772,1.7780383825302124
27,0.5390713214874268,0.0010000000474974513,1.5556108951568604,0.2986425459384918,1.9396756887435913
28,0.5220838189125061,0.0010000000474974513,1.6275819540023804,0.4570135772228241,1.7365021705627441
29,0.6013590097427368,0.0010000000474974513,1.456819772720337,0.4298642575740814,1.683128833770752
30,0.6206115484237671,0.0010000000474974513,1.3715977668762207,0.5022624731063843,1.5341242551803589
31,0.617214024066925,0.0010000000474974513,1.362027883529663,0.49321267008781433,1.588974952697754
32,0.6704416871070862,0.0010000000474974513,1.2579641342163086,0.5022624731063843,1.4890503883361816
33,0.6840317249298096,0.0010000000474974513,1.2002726793289185,0.4841628968715668,1.4695943593978882
34,0.6138165593147278,0.0010000000474974513,1.3290350437164307,0.3529411852359772,1.814508318901062
35,0.6579841375350952,0.0010000000474974513,1.2774745225906372,0.4343891441822052,1.6423851251602173
36,0.6534541249275208,0.0010000000474974513,1.297766923904419,0.4615384638309479,1.577327847480774
37,0.672706663608551,0.0010000000474974513,1.2351582050323486,0.49321267008781433,1.4744226932525635
38,0.6613816618919373,0.0010000000474974513,1.2493785619735718,0.4524886906147003,1.6198545694351196
39,0.6817666888237,0.0010000000474974513,1.2116907835006714,0.5022624731063843,1.4446654319763184
40,0.6828992366790771,0.0010000000474974513,1.2281806468963623,0.4570135772228241,1.7066329717636108
41,0.6149490475654602,0.0010000000474974513,1.3495112657546997,0.5113122463226318,1.417349934577942
42,0.7032842636108398,0.0010000000474974513,1.1400225162506104,0.5475113391876221,1.3960812091827393
43,0.6896942257881165,0.0010000000474974513,1.166566014289856,0.479638010263443,1.426662564277649
44,0.7497168779373169,0.0010000000474974513,1.0916498899459839,0.5158371329307556,1.4855095148086548
45,0.5889014601707458,0.0010000000474974513,1.3585866689682007,0.5791855454444885,1.4597420692443848
46,0.6908267140388489,0.0010000000474974513,1.195084810256958,0.570135772228241,1.3229271173477173
47,0.7112118005752563,0.0010000000474974513,1.1603997945785522,0.47058823704719543,1.643680453300476
48,0.731596827507019,0.0010000000474974513,1.1431889533996582,0.5837104320526123,1.4286495447158813
49,0.7485843896865845,0.0010000000474974513,1.0984954833984375,0.5475113391876221,1.3824278116226196
50,0.7372593283653259,0.0010000000474974513,1.0983517169952393,0.6289592981338501,1.2871824502944946
51,0.7191392779350281,0.0010000000474974513,1.1661620140075684,0.44796380400657654,1.642198085784912
52,0.7531144022941589,0.0010000000474974513,1.0927926301956177,0.5882353186607361,1.3248671293258667
53,0.7757644653320312,0.0010000000474974513,1.0776832103729248,0.6561086177825928,1.3669466972351074
54,0.7497168779373169,0.0010000000474974513,1.0931490659713745,0.5746606588363647,1.4612663984298706
55,0.7768969535827637,0.0010000000474974513,1.0096313953399658,0.6561086177825928,1.2363444566726685
56,0.7927519679069519,0.0010000000474974513,1.0059136152267456,0.6742081642150879,1.287423849105835
57,0.5900339484214783,0.0010000000474974513,1.5070171356201172,0.3031674325466156,1.9311938285827637
58,0.5594564080238342,0.0010000000474974513,1.696069359779358,0.47058823704719543,1.746841549873352
59,0.5855039358139038,0.0010000000474974513,1.5434753894805908,0.479638010263443,1.6864804029464722
60,0.6115515232086182,0.0010000000474974513,1.4741692543029785,0.4977375566959381,1.644721269607544
61,0.6625141501426697,0.0010000000474974513,1.3956067562103271,0.44796380400657654,1.6880301237106323
62,0.6534541249275208,0.0010000000474974513,1.3949790000915527,0.4162895977497101,1.6570392847061157
63,0.6681766510009766,0.0010000000474974513,1.3057184219360352,0.5610859990119934,1.5477062463760376
64,0.74405437707901,0.00020000000949949026,1.198222041130066,0.6063348650932312,1.4442360401153564
65,0.7519818544387817,0.00020000000949949026,1.1551611423492432,0.5746606588363647,1.4526400566101074
66,0.7667044401168823,0.00020000000949949026,1.1319035291671753,0.5837104320526123,1.3772821426391602
67,0.787089467048645,0.00020000000949949026,1.1030949354171753,0.5927602052688599,1.3945966958999634
68,0.8040770292282104,0.00020000000949949026,1.0862756967544556,0.6289592981338501,1.3894522190093994
69,0.7757644653320312,0.00020000000949949026,1.1186604499816895,0.5837104320526123,1.4291282892227173
70,0.8040770292282104,0.00020000000949949026,1.0788872241973877,0.6696832776069641,1.3146190643310547
71,0.8142695426940918,0.00020000000949949026,1.0432400703430176,0.733031690120697,1.2995511293411255
