epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.10419026017189026,0.0010000000474974513,2.465858221054077,0.0859728530049324,2.5235321521759033
1,0.2151755392551422,0.0010000000474974513,2.0378170013427734,0.1945701390504837,1.9251279830932617
2,0.23103058338165283,0.0010000000474974513,1.8189109563827515,0.21266968548297882,1.8063442707061768
3,0.2865232229232788,0.0010000000474974513,1.6418501138687134,0.09049773961305618,2.019500732421875
4,0.3352208435535431,0.0010000000474974513,1.5134329795837402,0.24886877834796906,1.7037160396575928
5,0.3793884515762329,0.0010000000474974513,1.4298607110977173,0.20361991226673126,1.687298059463501
6,0.35334089398384094,0.0010000000474974513,1.397203803062439,0.2624434530735016,1.6978706121444702
7,0.3488108813762665,0.0010000000474974513,1.4810118675231934,0.21266968548297882,1.8070216178894043
8,0.3578709065914154,0.0010000000474974513,1.4290744066238403,0.24434389173984528,1.6239616870880127
9,0.3646659255027771,0.0010000000474974513,1.330303430557251,0.24886877834796906,1.6366089582443237
10,0.3918459713459015,0.0010000000474974513,1.3033788204193115,0.2579185664653778,1.6903579235076904
11,0.41789355874061584,0.0010000000474974513,1.2726718187332153,0.29411765933036804,1.5653345584869385
12,0.4416761100292206,0.0010000000474974513,1.2201412916183472,0.31674209237098694,1.6208786964416504
13,0.4269535541534424,0.0010000000474974513,1.2787421941757202,0.2760181128978729,1.6244450807571411
14,0.4631936550140381,0.0010000000474974513,1.1823058128356934,0.3303167521953583,1.6126865148544312
15,0.4994337558746338,0.0010000000474974513,1.1335747241973877,0.2760181128978729,1.4814201593399048
16,0.5560588836669922,0.0010000000474974513,1.0339856147766113,0.4162895977497101,1.4771705865859985
17,0.5877689719200134,0.0010000000474974513,1.017827033996582,0.3484162986278534,1.5530080795288086
18,0.6047565340995789,0.0010000000474974513,0.9271605610847473,0.4072398245334625,1.288987398147583
19,0.6749716997146606,0.0010000000474974513,0.7998573184013367,0.5384615659713745,1.2240575551986694
20,0.6602491736412048,0.0010000000474974513,0.8353409171104431,0.6470588445663452,1.0440009832382202
21,0.7395243644714355,0.0010000000474974513,0.6760247945785522,0.6334841847419739,1.0210280418395996
22,0.740656852722168,0.0010000000474974513,0.6902734041213989,0.5746606588363647,1.1193346977233887
23,0.7474518418312073,0.0010000000474974513,0.6179750561714172,0.6063348650932312,1.040892481803894
24,0.7882219552993774,0.0010000000474974513,0.5433392524719238,0.5113122463226318,1.1331199407577515
25,0.8187995553016663,0.0010000000474974513,0.48703888058662415,0.6018099784851074,0.9406070709228516
26,0.8233295679092407,0.0010000000474974513,0.44839534163475037,0.6063348650932312,1.0135754346847534
27,0.8652321696281433,0.0010000000474974513,0.37360966205596924,0.6289592981338501,0.9110581278800964
28,0.8844847083091736,0.0010000000474974513,0.30573251843452454,0.7013574838638306,0.9215298891067505
29,0.898074746131897,0.0010000000474974513,0.28543350100517273,0.8597285151481628,0.41187918186187744
30,0.9127972722053528,0.0010000000474974513,0.26357874274253845,0.8235294222831726,0.5244835615158081
31,0.8810871839523315,0.0010000000474974513,0.3233413100242615,0.8461538553237915,0.4396246373653412
32,0.9241223335266113,0.0010000000474974513,0.21326257288455963,0.8823529481887817,0.36615267395973206
33,0.9546998739242554,0.0010000000474974513,0.17014069855213165,0.8687782883644104,0.40590643882751465
34,0.9546998739242554,0.0010000000474974513,0.1494893729686737,0.7918552160263062,0.5912449955940247
35,0.9399773478507996,0.0010000000474974513,0.19059792160987854,0.8280543088912964,0.41152217984199524
36,0.901472270488739,0.0010000000474974513,0.30419984459877014,0.9049773812294006,0.30820009112358093
37,0.9558323621749878,0.0010000000474974513,0.1407887190580368,0.7782805562019348,0.711836040019989
38,0.9513023495674133,0.0010000000474974513,0.16665853559970856,0.8461538553237915,0.3726828396320343
39,0.9320498108863831,0.0010000000474974513,0.20164431631565094,0.7963801026344299,0.6356269121170044
40,0.9127972722053528,0.0010000000474974513,0.24305854737758636,0.8552036285400391,0.33060237765312195
41,0.9671574234962463,0.0010000000474974513,0.12565165758132935,0.8054298758506775,0.5400220155715942
42,0.9614949226379395,0.0010000000474974513,0.11727286875247955,0.9547511339187622,0.10385438799858093
43,0.9456398487091064,0.0010000000474974513,0.1730588972568512,0.8959276080131531,0.20084767043590546
44,0.9807474613189697,0.0010000000474974513,0.07468263059854507,0.9366515874862671,0.16877469420433044
45,0.9626274108886719,0.0010000000474974513,0.11557059735059738,0.8687782883644104,0.3109801709651947
46,0.9728199243545532,0.0010000000474974513,0.09011371433734894,0.8914027214050293,0.22522811591625214
47,0.9750849604606628,0.0010000000474974513,0.06483488529920578,0.9457013607025146,0.10193592309951782
48,0.9920724630355835,0.0010000000474974513,0.030031198635697365,0.9457013607025146,0.14758923649787903
49,0.9694223999977112,0.0010000000474974513,0.09379013627767563,0.9230769276618958,0.21900679171085358
50,0.953567385673523,0.0010000000474974513,0.13587979972362518,0.7692307829856873,0.6700588464736938
51,0.9558323621749878,0.0010000000474974513,0.15854838490486145,0.8416289687156677,0.38762494921684265
52,0.9864099621772766,0.0010000000474974513,0.05952485650777817,0.9140271544456482,0.17809037864208221
53,0.9864099621772766,0.0010000000474974513,0.047198619693517685,0.9321267008781433,0.16826511919498444
54,0.9909399747848511,0.0010000000474974513,0.03207883983850479,0.9864253401756287,0.07025256007909775
55,0.9932050108909607,0.0010000000474974513,0.031393036246299744,0.7918552160263062,0.5482456088066101
56,0.9762174487113953,0.0010000000474974513,0.07545596361160278,0.9728506803512573,0.07440584897994995
57,0.9818799495697021,0.0010000000474974513,0.054581210017204285,0.9095022678375244,0.21897831559181213
58,0.9852774739265442,0.0010000000474974513,0.04053593799471855,0.9819004535675049,0.04516337811946869
59,0.996602475643158,0.0010000000474974513,0.017096208408474922,0.9864253401756287,0.03968692943453789
60,1.0,0.0010000000474974513,0.0064038001000881195,1.0,0.01050193514674902
61,1.0,0.0010000000474974513,0.004760068375617266,1.0,0.010545016266405582
62,1.0,0.0010000000474974513,0.0036231265403330326,1.0,0.008913380093872547
63,1.0,0.0010000000474974513,0.0035040073562413454,1.0,0.007887016050517559
64,1.0,0.0010000000474974513,0.0030001974664628506,1.0,0.007072164677083492
65,1.0,0.0010000000474974513,0.002814005594700575,1.0,0.0068227676674723625
66,1.0,0.0010000000474974513,0.002728424733504653,1.0,0.0065039657056331635
67,1.0,0.0010000000474974513,0.002573807490989566,1.0,0.005916588939726353
68,1.0,0.0010000000474974513,0.0024609770625829697,1.0,0.005147604737430811
69,1.0,0.0010000000474974513,0.002210811711847782,1.0,0.005111330654472113
70,1.0,0.0010000000474974513,0.0021316877100616693,1.0,0.004524776246398687
71,1.0,0.0010000000474974513,0.0020768907852470875,1.0,0.004231936298310757
72,1.0,0.0010000000474974513,0.0018727121641859412,1.0,0.003937761764973402
73,1.0,0.0010000000474974513,0.0018049573991447687,1.0,0.0035400530323386192
74,1.0,0.0010000000474974513,0.001647342462092638,1.0,0.0033863005228340626
75,1.0,0.0010000000474974513,0.0016243380960077047,1.0,0.0032695236150175333
76,1.0,0.0010000000474974513,0.001547691528685391,1.0,0.003166451118886471
77,1.0,0.0010000000474974513,0.0015757963992655277,1.0,0.0030831212643533945
78,1.0,0.0010000000474974513,0.0014890363672748208,1.0,0.002875400008633733
79,1.0,0.0010000000474974513,0.0014634543331339955,1.0,0.0028037377633154392
80,1.0,0.0010000000474974513,0.0013511122670024633,1.0,0.002505169715732336
81,1.0,0.0010000000474974513,0.0014368885895237327,1.0,0.0023046282585710287
82,1.0,0.0010000000474974513,0.0012454953975975513,1.0,0.0022042291238904
83,1.0,0.0010000000474974513,0.0013110419968143106,1.0,0.0021860902197659016
